Account Number,Income,Credit Limit,Credit Rating,Household Size,Education Years,TV Hours Per Week,Age,Gender,Married,Credit Limit Breach
19139223,75.0,11.305555555555554,558.3333333333333,5,3,58,60,Male,Yes,No
12688471,125.5,20.705555555555556,762.3333333333333,2,0,43,60,Male,Yes,No
11572598,75.4,13.16077519379845,609.646511627907,7,2,11,43,Male,No,No
18736508,97.7,23.55,753.0,5,1,38,35,Male,Yes,No
13753041,84.7,17.33671641791045,680.2029850746269,2,5,40,67,Male,Yes,No
6038807,56.5,23.64126984126984,758.4761904761905,7,4,4,42,Female,Yes,No
1780470,44.4,12.884603174603175,593.0761904761905,8,2,24,42,Male,Yes,Yes
13405827,61.4,25.250404040404042,795.0242424242424,5,4,6,33,Female,Yes,No
24759810,84.8,15.947777777777778,716.8666666666667,8,1,17,48,Male,Yes,No
3335908,111.2,22.78333333333333,767.0,6,5,33,19,Female,Yes,No
29702019,44.0,19.266402116402116,675.984126984127,5,5,37,63,Male,No,No
14013878,80.5,19.65877192982456,639.5263157894736,5,0,57,38,Female,Yes,No
9014894,78.3,20.405792349726774,564.3475409836066,2,2,13,61,Female,Yes,No
24186561,78.9,17.58108843537415,694.865306122449,4,2,44,49,Male,No,No
25778571,75.3,17.91040404040404,774.6242424242424,2,4,21,33,Male,No,No
23471446,84.5,20.474242424242426,628.4545454545455,8,0,16,55,Male,Yes,No
12054408,46.4,8.88037037037037,472.8222222222222,2,1,3,36,Female,Yes,No
16923163,36.8,15.066296296296295,543.9777777777778,2,3,3,45,Male,No,No
17570429,123.9,21.866666666666667,832.0,2,4,31,46,Female,No,No
1344233,9.3,16.67,520.2,2,4,53,50,Male,Yes,No
27797184,27.4,7.662032520325203,399.7219512195122,1,1,31,41,Male,No,No
25605803,73.8,15.616666666666667,757.0,4,4,18,22,Female,No,No
20257054,69.5,19.21437908496732,672.8627450980392,2,5,46,51,Male,Yes,No
23737938,80.0,14.233333333333333,614.0,2,3,36,64,Male,Yes,No
17464390,51.7,16.883333333333333,833.0,8,2,33,20,Female,No,Yes
7368460,106.4,17.444615384615386,746.6769230769231,6,2,21,65,Female,Yes,Yes
2048914,102.5,24.169135802469135,790.1481481481482,7,2,42,54,Male,No,No
6133555,13.3,17.48912568306011,449.34754098360656,3,2,57,61,Female,Yes,No
23229095,58.4,11.544108527131783,572.646511627907,7,2,43,43,Male,Yes,No
11398661,33.9,17.565847953216377,513.9508771929825,6,1,31,57,Female,No,Yes
7480813,101.7,24.744285714285716,764.6571428571428,5,3,38,56,Female,Yes,No
21372903,111.0,19.916666666666664,775.0,4,2,59,36,Female,Yes,No
4902138,91.6,17.658699186991868,819.5219512195122,5,3,31,41,Female,No,No
14506696,65.9,16.674102564102565,700.446153846154,1,4,16,52,Female,Yes,No
13007184,68.1,15.44,686.4,4,0,9,32,Female,No,No
5726941,28.4,20.983333333333334,839.0,3,5,46,22,Male,Yes,No
8980846,61.1,17.984444444444442,719.0666666666666,2,4,10,30,Female,Yes,No
9591957,91.0,20.78030303030303,646.8181818181818,7,1,10,44,Male,No,No
29862763,49.4,14.91,714.6,3,4,14,50,Female,Yes,No
23738705,53.0,14.222514619883041,493.35087719298247,4,3,10,57,Female,No,No
19510641,84.3,22.822469135802468,709.3481481481481,7,3,52,54,Female,No,No
15681229,93.6,21.7905376344086,707.4322580645161,7,1,52,62,Female,No,Yes
8533012,29.0,13.217741935483872,433.06451612903226,4,1,6,31,Female,Yes,No
26405584,49.4,20.897755102040815,653.8653061224489,5,3,22,49,Male,No,No
10473910,32.6,14.307741935483872,558.4645161290323,8,2,56,31,Female,No,No
10261114,43.6,11.225365853658536,553.5219512195122,5,2,49,41,Female,Yes,Yes
13202633,69.4,21.994108527131782,659.646511627907,5,1,36,43,Female,Yes,No
44289,100.0,18.9,654.0,3,0,55,32,Male,No,No
21177432,121.5,20.733333333333334,764.0,1,2,25,50,Male,Yes,No
17401368,82.1,22.2258024691358,673.5481481481481,5,3,45,54,Male,No,No
10515918,109.5,19.166666666666664,850.0,6,3,40,46,Male,No,Yes
26087619,128.5,16.483333333333334,809.0,1,5,15,46,Male,Yes,No
24949797,74.7,16.983333333333334,779.0,4,4,2,36,Male,Yes,Yes
19599848,71.4,13.77869918699187,706.7219512195122,6,1,11,41,Male,Yes,No
6512641,83.6,15.070769230769232,724.2461538461539,5,1,31,52,Male,No,No
14168510,79.5,21.383333333333333,803.0,6,3,56,34,Female,No,No
16280008,67.0,21.019135802469137,721.1481481481482,5,4,19,54,Female,Yes,Yes
26178850,46.9,12.47111111111111,688.2666666666667,1,4,24,48,Female,No,No
10029511,64.6,16.722389937106918,703.343396226415,3,3,27,53,Female,Yes,No
5943703,111.4,26.15,789.0,3,2,37,35,Male,No,No
12085174,116.9,17.936553672316386,656.1932203389831,8,1,16,59,Female,Yes,No
26941757,57.3,15.72245901639344,703.3475409836065,1,4,45,61,Female,No,No
19032756,46.5,16.57037037037037,574.2222222222222,5,4,42,36,Female,No,No
1188691,89.5,25.7,762.0,5,3,46,32,Male,Yes,No
27001168,93.5,16.8,768.0,3,3,35,50,Male,No,No
16499795,52.2,15.078850574712643,484.7310344827586,6,3,18,58,Male,Yes,No
13051736,41.1,17.199887005649718,611.9932203389831,7,3,62,59,Female,Yes,Yes
25569656,64.5,15.222514619883041,553.3508771929825,1,3,12,57,Female,Yes,No
14947679,88.7,14.620404040404042,697.2242424242424,6,0,18,33,Male,No,No
13203270,46.3,19.108888888888888,666.5333333333333,5,0,44,24,Female,No,Yes
8959094,112.9,19.65,819.0,5,3,59,33,Male,Yes,No
19161368,30.0,19.21666666666667,613.0,6,4,58,40,Female,Yes,No
9372623,41.4,12.074285714285715,424.45714285714286,6,1,58,56,Male,Yes,No
20125939,77.1,16.503636363636364,690.2181818181818,4,5,53,44,Female,Yes,No
3953184,45.7,14.693768115942028,641.6260869565217,3,2,55,23,Male,Yes,Yes
12674404,35.4,20.224367816091956,673.4620689655172,2,5,59,29,Male,Yes,No
12635791,88.6,17.345555555555556,680.7333333333333,3,3,59,60,Female,Yes,No
24038888,72.3,21.81771241830065,649.0627450980392,3,2,47,51,Female,No,No
9543887,89.5,18.21666666666667,793.0,6,5,40,59,Female,Yes,No
10678910,57.6,13.576936936936937,634.6162162162162,1,4,44,37,Male,No,Yes
15348434,90.4,15.75040404040404,705.0242424242424,7,1,18,33,Male,No,No
21461956,111.6,21.28333333333333,797.0,3,3,61,35,Female,No,No
14805478,35.0,12.150775193798449,609.046511627907,7,4,17,43,Female,No,No
592025,117.1,18.15,849.0,8,2,1,47,Male,No,No
12600695,72.2,21.916666666666664,775.0,3,3,24,26,Male,Yes,No
9210102,38.5,12.681884057971015,580.9130434782609,4,4,9,46,Male,Yes,No
15319448,105.9,17.18962962962963,671.3777777777777,5,1,22,45,Male,No,No
3539671,49.7,9.064108527131783,483.846511627907,4,2,51,43,Female,No,No
17407168,112.8,19.75104575163399,825.0627450980392,5,4,24,51,Female,No,No
23207052,100.4,22.66354609929078,819.8127659574468,6,5,34,47,Male,No,No
20053591,96.0,24.883333333333333,773.0,2,5,4,37,Female,Yes,No
203890,39.2,19.61103448275862,636.6620689655173,2,3,16,29,Male,No,No
25280522,15.6,16.24077519379845,614.446511627907,1,5,45,43,Male,No,No
20657625,84.4,24.666666666666664,760.0,2,3,23,49,Male,No,No
27876855,85.5,20.42962962962963,685.7777777777778,1,3,43,45,Male,No,No
27750909,25.7,7.594102564102565,335.6461538461539,7,1,5,52,Male,No,No
19810312,52.0,11.416402116402116,504.984126984127,2,1,38,63,Male,No,No
21711389,47.8,16.09777777777778,545.8666666666667,6,0,18,48,Female,Yes,No
3001924,24.1,13.24246913580247,374.54814814814813,6,2,3,54,Male,Yes,No
14660910,48.6,11.792032520325202,587.5219512195122,2,1,53,41,Female,Yes,No
15952690,32.1,13.006666666666666,540.4,3,3,47,32,Female,Yes,No
17340832,38.5,16.17857142857143,610.7142857142858,1,4,18,28,Male,Yes,No
23846765,52.3,13.59251461988304,515.5508771929824,2,1,50,57,Male,Yes,No
3249456,63.5,18.32777777777778,799.6666666666667,5,5,43,48,Female,Yes,No
22474513,79.6,12.95869918699187,537.5219512195122,1,0,18,41,Male,No,No
945267,43.6,19.372389937106917,502.34339622641505,7,3,35,53,Male,No,No
1492535,85.1,15.32030303030303,799.2181818181818,8,3,30,44,Female,No,No
16504266,62.6,13.162222222222223,549.7333333333333,5,3,49,60,Male,No,No
25943181,53.5,19.338235294117645,620.2941176470588,2,1,41,34,Male,No,Yes
20678057,87.2,21.633333333333333,758.0,2,4,15,39,Male,No,No
13591151,58.0,21.404421768707483,624.2653061224489,6,3,57,49,Female,Yes,No
4152331,47.9,9.60040404040404,456.0242424242424,2,0,2,33,Male,Yes,No
24020328,50.1,17.183220338983052,430.99322033898306,6,2,36,59,Female,Yes,No
8062692,23.4,12.147755102040815,608.8653061224489,8,4,29,49,Female,Yes,No
17506199,117.6,16.816666666666666,769.0,7,4,51,36,Female,Yes,No
15475996,61.9,21.143333333333334,668.6,3,3,30,50,Male,Yes,No
15528156,27.7,15.956190476190475,417.37142857142857,7,1,32,35,Female,Yes,No
1829399,74.9,12.284242424242425,497.0545454545455,5,0,45,55,Female,Yes,No
8988715,74.9,18.698888888888888,461.93333333333334,6,0,38,60,Male,No,No
26055117,112.3,16.05,783.0,5,4,51,41,Female,No,No
12421138,80.4,14.04823529411765,602.8941176470589,3,1,40,34,Male,Yes,No
26492732,87.3,22.22,793.2,6,4,3,40,Male,No,No
9832035,50.5,17.784108527131785,647.046511627907,6,3,48,43,Female,No,No
14555579,81.5,19.26869918699187,676.1219512195122,3,3,25,41,Female,No,No
23655201,89.6,16.992032520325203,779.5219512195122,8,5,53,41,Female,Yes,No
7899170,44.3,12.26322033898305,495.793220338983,2,1,47,59,Male,Yes,No
14425342,42.7,19.846666666666664,590.8,6,1,37,32,Female,Yes,No
26743514,76.0,20.7,762.0,3,5,60,48,Female,No,No
27047366,133.1,21.566666666666666,814.0,5,3,10,54,Female,Yes,No
29900090,24.9,18.707701149425287,462.46206896551723,7,0,46,29,Female,No,No
16403243,24.6,17.758803418803417,525.5282051282051,7,3,52,39,Female,Yes,No
20904529,91.2,22.492962962962963,749.5777777777778,7,3,31,45,Male,No,No
19552431,62.6,16.666666666666664,760.0,2,5,57,48,Female,No,No
10275859,53.7,15.915470085470083,714.928205128205,6,4,47,39,Female,No,No
23069341,31.6,9.927037037037039,475.62222222222226,7,2,27,36,Male,No,No
16970329,88.6,23.85,831.0,8,3,47,34,Male,Yes,No
24441381,69.4,12.917575757575758,655.0545454545455,5,5,32,55,Male,Yes,No
550341,76.8,16.633333333333333,758.0,3,4,29,33,Female,Yes,No
23617964,54.1,20.02703703703704,541.6222222222223,4,1,7,36,Female,No,No
10582991,105.5,21.016666666666666,841.0,3,2,29,28,Male,Yes,No
26432970,88.8,18.666666666666664,760.0,2,5,5,42,Female,Yes,No
2942957,85.4,18.516666666666666,811.0,5,4,17,55,Female,Yes,No
8267812,23.4,18.962459016393442,477.74754098360654,6,3,23,61,Female,No,No
2541384,88.7,24.22855072463768,793.7130434782609,3,3,12,46,Female,Yes,No
8682742,108.4,22.03251461988304,661.9508771929825,7,2,14,57,Female,Yes,No
12580831,57.6,21.733333333333334,764.0,5,4,60,36,Female,No,No
10380385,42.5,13.983870967741936,479.0322580645161,3,2,14,62,Male,Yes,No
12791412,53.1,19.724108527131783,523.446511627907,8,3,53,43,Female,Yes,No
19727962,29.7,9.934901960784314,476.09411764705885,1,2,4,34,Male,No,Yes
28988966,56.8,16.018850574712644,601.1310344827587,3,5,55,58,Male,No,No
13620196,113.4,25.95,837.0,7,3,20,45,Female,Yes,No
16047408,80.0,24.62777777777778,757.6666666666667,7,3,24,48,Female,Yes,No
12714999,100.6,21.32333333333333,799.4,7,4,52,50,Female,Yes,No
5914487,67.0,22.236936936936935,614.2162162162163,4,3,31,37,Female,No,No
20616203,117.7,14.811884057971016,768.7130434782609,1,1,0,46,Female,No,No
8119721,89.0,14.571088435374149,694.2653061224489,5,2,14,49,Female,Yes,No
12510099,68.0,22.759887005649716,645.593220338983,2,4,20,59,Female,Yes,No
19354027,76.6,20.193603603603606,791.6162162162162,2,2,42,37,Male,Yes,Yes
13233089,94.6,15.7,762.0,4,4,6,58,Female,Yes,No
1688542,76.7,20.633333333333333,758.0,4,5,28,37,Female,Yes,Yes
6349688,95.7,24.7305376344086,763.832258064516,7,5,5,62,Female,Yes,Yes
20768818,72.6,13.126879432624113,667.6127659574468,3,4,8,47,Female,No,No
2265242,31.1,11.656666666666666,639.4,8,4,39,50,Female,Yes,No
29938177,59.9,10.64076923076923,398.44615384615383,1,0,30,52,Female,No,No
6995918,51.8,15.957037037037036,717.4222222222222,3,4,54,36,Male,No,No
1253007,54.4,23.81877192982456,769.1263157894737,3,4,37,38,Female,No,No
10268716,82.8,20.60218390804598,636.1310344827587,3,4,18,58,Female,Yes,No
3484685,61.7,20.64666666666667,578.8,2,0,8,40,Male,No,No
28581194,79.2,17.417755102040815,565.065306122449,5,1,51,49,Male,No,No
16864524,79.4,15.760537634408601,765.6322580645161,7,3,43,62,Female,No,No
4980426,28.8,8.805802469135802,348.34814814814814,3,2,25,54,Male,No,No
21485298,80.7,18.33952380952381,680.3714285714286,2,1,10,35,Male,No,No
1218074,39.2,11.081075268817205,544.8645161290323,4,3,48,31,Female,Yes,No
7066644,23.9,8.62869918699187,457.7219512195122,4,4,50,41,Female,Yes,No
26065290,61.9,22.65,759.0,2,5,60,23,Male,Yes,No
12141737,122.5,26.433333333333334,806.0,6,4,24,55,Male,No,No
3785638,61.0,19.26869918699187,796.1219512195122,6,4,55,41,Female,Yes,No
794335,49.7,13.460769230769232,627.6461538461539,2,2,18,52,Male,Yes,No
26986016,81.9,20.883333333333333,773.0,7,2,39,20,Male,Yes,No
21342594,17.3,18.307755102040815,498.46530612244896,1,2,37,49,Female,No,No
16397921,28.6,18.080909090909092,484.8545454545455,7,5,49,55,Male,No,Yes
22292841,73.9,12.996879432624114,599.8127659574468,4,2,50,47,Male,No,No
5311735,93.5,21.05,783.0,4,3,17,44,Female,No,No
15844084,49.7,19.291111111111114,557.4666666666667,8,2,28,30,Female,No,No
16396920,96.1,18.516666666666666,811.0,3,5,16,43,Female,Yes,No
23171244,65.3,21.32354609929078,619.4127659574467,8,3,56,47,Female,Yes,Yes
13162492,30.3,8.855365853658537,411.3219512195122,4,1,16,41,Female,No,No
11081540,70.9,18.24703703703704,614.8222222222223,3,0,28,36,Male,No,No
19947234,58.0,12.50952380952381,630.5714285714286,2,4,48,35,Female,No,No
22889403,27.2,11.483703703703704,509.02222222222224,4,2,36,36,Male,Yes,No
6330418,44.6,20.654285714285713,579.2571428571429,2,4,32,56,Female,No,No
646137,79.6,20.673068783068782,700.384126984127,8,4,23,63,Female,No,No
19320885,41.1,16.414242424242424,384.8545454545455,6,1,8,55,Male,Yes,No
16728307,79.3,21.291568627450978,797.4941176470588,6,2,20,34,Female,Yes,Yes
2529933,47.9,15.66,639.6,2,3,37,50,Female,Yes,No
7093587,31.8,12.241604938271605,674.4962962962964,4,5,32,27,Male,Yes,Yes
14761827,30.4,9.952105263157895,537.1263157894737,5,5,54,38,Female,Yes,No
5849328,43.3,18.964444444444442,657.8666666666666,1,4,14,30,Male,No,No
1305218,29.3,12.637441860465117,578.246511627907,1,4,62,43,Male,Yes,No
5685298,54.2,14.123939393939395,727.4363636363637,8,2,52,22,Male,Yes,No
7831186,111.1,24.333333333333336,800.0,3,4,8,54,Male,Yes,No
11832376,41.3,13.827936507936506,409.6761904761904,8,0,29,42,Male,No,No
26360884,80.3,18.05693693693694,723.4162162162163,4,4,6,37,Male,Yes,Yes
17005252,59.2,17.376969696969695,742.6181818181818,7,5,58,44,Male,Yes,No
15851819,26.5,10.384108527131783,563.046511627907,7,4,23,43,Female,Yes,Yes
16937904,48.3,13.736666666666668,644.2,8,0,32,25,Female,Yes,No
15845510,70.3,15.590212765957448,635.4127659574468,6,2,54,47,Male,No,No
6918919,116.7,20.166666666666664,790.0,1,4,38,34,Female,Yes,Yes
13109317,72.9,19.476666666666667,508.6,5,1,3,50,Male,No,No
12164208,68.5,19.982389937106916,538.9433962264151,6,2,17,53,Female,Yes,No
26700040,62.6,11.814242424242424,528.8545454545455,1,3,43,55,Male,No,Yes
17708568,67.7,16.78333333333333,767.0,1,4,13,42,Female,Yes,No
29682539,90.3,24.504108527131784,750.246511627907,5,4,23,43,Female,No,No
14038130,51.9,22.326666666666668,739.6,5,5,38,32,Female,No,No
13599400,69.8,23.361269841269838,741.6761904761904,8,2,44,42,Male,No,No
13714828,40.5,19.33827160493827,560.2962962962963,6,0,34,27,Male,No,No
3691921,83.1,15.047575757575759,662.8545454545455,8,2,37,55,Female,Yes,No
21339166,65.5,20.19903381642512,611.9420289855072,2,3,46,69,Female,No,No
9090663,23.0,9.033870967741935,302.0322580645161,3,2,36,62,Male,Yes,No
22639452,51.3,13.57354609929078,634.4127659574468,8,2,10,47,Male,No,No
29901076,39.8,20.054408602150538,663.2645161290322,3,3,60,31,Female,No,No
17976030,66.2,19.296666666666667,737.8,7,2,4,32,Male,No,No
1868655,65.7,13.227619047619047,613.6571428571428,2,3,23,56,Female,No,No
3947794,38.2,7.979056603773586,418.74339622641514,6,1,35,53,Male,Yes,No
22137974,45.3,20.408235294117645,744.4941176470588,7,4,0,34,Male,No,No
25182365,98.9,23.744108527131782,704.646511627907,1,2,38,43,Female,No,No
11096928,88.9,24.58820512820513,755.2923076923078,7,0,55,26,Male,Yes,No
27556645,15.5,20.170270270270272,550.2162162162163,4,4,50,37,Female,No,No
12930616,46.6,14.966190476190475,537.9714285714285,4,2,11,35,Female,Yes,No
28964336,97.2,20.413870967741936,684.8322580645162,5,2,17,62,Female,Yes,No
20972726,94.3,19.316666666666666,799.0,4,3,18,34,Male,Yes,No
22837822,62.0,15.16869918699187,610.1219512195122,1,4,61,41,Male,Yes,No
7942290,35.3,17.855802469135803,411.34814814814814,2,2,34,54,Female,No,Yes
5735943,75.4,15.873636363636365,712.4181818181819,5,2,33,44,Female,Yes,No
22901824,38.1,19.494901960784315,629.6941176470589,6,5,51,34,Male,Yes,No
14172561,99.9,17.0,840.0,8,5,24,24,Female,No,No
9229999,128.6,20.766666666666666,826.0,8,2,21,38,Female,Yes,No
2227434,22.1,20.471034482758622,568.2620689655173,5,1,29,29,Male,Yes,No
18745478,59.3,13.432962962962963,505.97777777777776,1,0,57,45,Male,Yes,No
12545576,84.7,21.916666666666664,835.0,5,3,20,24,Male,No,No
28987352,78.7,17.9269696969697,715.6181818181818,7,4,40,44,Female,Yes,No
3662933,105.5,19.61869918699187,817.1219512195122,6,1,52,41,Male,Yes,No
24841878,64.6,18.988850574712643,539.3310344827586,6,0,40,58,Female,Yes,No
23437102,128.8,25.5,810.0,4,2,41,54,Male,Yes,No
29542845,86.4,22.242183908045977,614.5310344827586,2,3,59,58,Female,Yes,No
14631947,83.8,21.066666666666666,784.0,1,2,41,41,Female,Yes,No
5568066,51.5,13.770212765957446,586.2127659574468,7,4,56,47,Female,Yes,No
28650542,72.6,19.80794871794872,588.4769230769231,6,4,30,65,Female,No,Yes
8069748,66.8,22.18774193548387,791.2645161290322,5,3,40,31,Female,No,No
9414394,106.2,18.96410852713178,717.8465116279069,6,2,54,43,Female,Yes,No
28753501,73.3,16.06855072463768,544.1130434782608,2,0,13,46,Male,Yes,No
7700333,40.3,18.83572327044025,590.1433962264151,4,2,37,53,Male,Yes,No
16471547,58.4,13.737777777777778,524.2666666666667,5,3,6,48,Female,No,No
19022214,78.5,20.5,750.0,3,4,5,35,Female,No,No
21767114,44.5,14.019125683060109,661.1475409836065,6,5,13,61,Male,Yes,No
2777025,39.0,7.765723270440251,405.9433962264151,6,0,37,53,Female,No,No
21852841,20.0,17.01437908496732,480.8627450980392,2,2,17,51,Male,No,No
14980341,129.5,19.8,828.0,4,4,29,27,Male,No,No
25336831,113.8,16.833333333333336,770.0,4,2,55,31,Male,Yes,No
114106,57.2,13.45027027027027,627.0162162162162,3,3,34,37,Male,Yes,No
28206526,35.4,13.530212765957447,571.8127659574468,7,4,57,47,Female,Yes,No
19728492,46.4,15.654444444444444,579.2666666666667,5,1,59,30,Male,Yes,No
20605738,76.7,26.616666666666667,817.0,3,4,51,49,Male,No,No
9382274,39.5,14.299056603773584,437.9433962264151,3,2,59,53,Female,Yes,No
7634971,51.5,20.116666666666667,787.0,6,5,28,40,Male,No,No
14346215,61.4,13.52794871794872,511.6769230769231,3,2,42,65,Male,No,No
16517723,39.4,8.176666666666666,430.6,5,0,11,32,Female,No,Yes
29107791,42.2,15.938771929824561,536.3263157894737,2,2,9,38,Male,Yes,No
13623608,17.6,11.426879432624114,325.6127659574468,7,0,25,47,Female,No,No
12430945,91.2,23.104603174603174,666.2761904761904,3,0,42,42,Male,Yes,No
22585674,134.2,17.916666666666664,775.0,8,5,27,58,Male,No,Yes
9553434,73.7,14.02126984126984,541.2761904761904,8,1,3,42,Male,No,No
25557452,100.8,22.517435897435895,691.0461538461539,5,1,22,52,Male,Yes,No
16824663,23.9,11.707619047619048,462.4571428571429,4,3,10,56,Female,Yes,No
6442506,100.8,20.85,771.0,2,3,11,46,Male,No,No
10236212,116.4,17.53333333333333,812.0,1,1,21,50,Male,No,No
22208390,36.6,15.10437908496732,546.2627450980392,8,2,10,51,Male,No,No
23018614,73.7,17.420909090909092,685.2545454545455,5,4,28,55,Male,Yes,No
6749034,53.2,18.65543859649123,639.3263157894737,2,3,3,38,Female,No,No
8122824,53.4,16.703939393939393,702.2363636363636,2,2,60,22,Male,Yes,No
28693661,56.6,14.546716417910448,392.80298507462686,1,1,11,67,Female,Yes,No
19029184,86.2,22.634421768707483,698.065306122449,2,4,32,49,Female,No,No
8512406,108.2,25.285847953216376,797.1508771929825,4,4,58,57,Female,No,No
25938322,31.0,16.191269841269843,611.4761904761905,4,5,32,42,Female,Yes,No
23672211,63.3,18.546190476190475,632.7714285714285,6,2,37,35,Female,Yes,No
16911324,109.8,25.624421768707485,697.465306122449,8,1,43,49,Female,No,No
24246706,71.8,21.06285714285714,663.7714285714285,1,3,59,35,Female,Yes,No
23208006,118.6,21.2,792.0,3,2,46,37,Male,Yes,No
5459486,40.5,18.583333333333336,635.0,6,3,20,40,Female,No,No
12316646,46.3,14.03774193548387,662.2645161290322,5,3,61,31,Male,Yes,Yes
7997089,58.1,15.458803418803418,687.5282051282051,7,4,10,39,Female,Yes,No
27612235,89.6,19.02095238095238,721.2571428571429,6,3,56,56,Female,Yes,Yes
17779790,63.8,14.327070707070707,619.6242424242424,1,1,37,33,Female,No,No
8628150,111.8,21.883333333333333,773.0,5,4,25,62,Male,No,No
25503940,119.4,21.116666666666667,787.0,5,5,28,51,Female,No,Yes
22784762,71.2,16.57973544973545,514.7841269841269,4,1,28,63,Male,No,No
26881310,73.2,19.514108527131782,570.8465116279069,7,0,20,43,Female,Yes,No
12665455,39.5,22.471568627450978,748.2941176470588,7,4,12,34,Female,Yes,No
13660603,87.4,21.210775193798447,792.646511627907,3,2,19,43,Female,No,No
16603256,41.0,22.253703703703703,675.2222222222222,3,3,16,36,Female,Yes,No
10169174,67.2,14.094379084967322,725.6627450980393,3,4,6,51,Male,No,No
21445955,95.7,20.343636363636364,740.6181818181818,1,3,39,44,Male,No,No
26276416,94.5,21.95,837.0,4,3,59,36,Male,Yes,No
11307358,42.4,19.69103448275862,581.4620689655172,2,3,29,29,Male,Yes,No
21586806,79.4,16.4,804.0,4,2,40,28,Male,No,No
16762622,34.8,12.067619047619047,364.0571428571428,2,2,26,56,Male,No,No
650660,53.9,16.95,777.0,5,1,38,22,Female,No,Yes
26614872,103.6,21.423333333333332,745.4,5,2,26,64,Male,Yes,No
2329984,99.5,22.344444444444445,800.6666666666667,8,1,25,48,Male,Yes,No
27308708,74.2,20.598699186991873,635.9219512195123,3,2,53,41,Male,Yes,No
16523294,32.1,16.461604938271606,507.6962962962963,1,2,42,27,Male,No,No
1327569,32.6,14.180049751243782,430.80298507462686,3,2,41,67,Male,Yes,No
25721626,112.0,22.593220338983052,755.593220338983,2,1,60,59,Male,Yes,No
21869270,117.7,25.15,789.0,4,4,58,53,Female,Yes,No
19670586,67.4,14.089629629629629,605.3777777777777,3,2,3,45,Male,No,No
2390404,44.0,15.435470085470085,506.1282051282051,6,1,9,39,Male,Yes,No
13327411,71.4,23.004444444444445,780.2666666666667,6,4,27,30,Male,No,No
21636805,63.9,15.907619047619047,594.4571428571428,4,2,30,56,Female,No,Yes
24208445,80.9,17.683333333333334,821.0,5,4,34,30,Male,No,No
14652597,17.4,17.67572327044025,580.5433962264151,2,4,45,53,Female,Yes,No
5683140,25.6,16.753636363636364,585.2181818181818,5,3,11,44,Female,No,No
16656033,43.9,19.457712418300652,507.46274509803925,6,2,45,51,Female,No,No
10072641,106.1,26.833333333333336,770.0,3,4,24,53,Female,Yes,Yes
3455215,110.9,20.300909090909094,798.0545454545455,4,4,55,55,Female,Yes,No
27837364,111.7,18.883333333333333,833.0,7,4,56,57,Female,Yes,No
8691994,63.5,14.188235294117646,611.2941176470588,4,3,43,34,Male,Yes,No
8822888,46.6,13.378271604938272,682.6962962962963,5,4,32,27,Female,No,No
583288,125.3,27.403333333333336,804.2,3,2,8,40,Female,No,No
25709808,45.7,19.629056603773584,517.7433962264151,3,2,24,53,Female,Yes,No
24209653,40.4,15.357619047619048,441.45714285714286,5,0,26,56,Female,Yes,No
9489210,77.2,23.939523809523813,716.3714285714286,2,4,15,35,Male,No,Yes
17383215,55.1,13.354102564102565,561.2461538461539,8,1,16,52,Male,No,No
29469571,79.6,21.56037037037037,573.6222222222223,5,0,33,36,Male,No,No
22389689,77.3,25.666666666666664,820.0,2,5,44,38,Male,Yes,No
25827902,119.6,20.183333333333334,791.0,3,1,55,45,Male,No,No
11177058,92.9,18.38962962962963,803.3777777777777,5,4,8,45,Male,Yes,Yes
27585478,35.5,12.82156862745098,589.2941176470588,2,4,47,34,Male,No,Yes
15194641,59.6,24.516666666666666,751.0,7,4,25,35,Male,No,No
21147812,68.1,17.16027027027027,609.6162162162162,3,3,43,37,Male,No,No
5556724,90.0,24.583333333333336,755.0,3,0,55,28,Male,Yes,No
9348482,54.8,10.305802469135802,498.34814814814814,3,1,25,54,Female,Yes,No
987933,32.6,13.41156862745098,564.6941176470589,2,4,48,34,Female,Yes,No
14553289,39.0,17.276190476190475,496.57142857142856,7,2,55,35,Female,No,No
17746708,106.3,23.607755102040816,756.465306122449,7,3,8,49,Female,No,No
8797989,14.8,7.503333333333333,330.2,6,1,55,64,Female,No,No
1394411,102.8,27.41444444444444,804.8666666666666,3,1,12,30,Male,No,No
22260797,52.8,17.546190476190475,632.7714285714285,3,2,44,35,Female,No,No
11114207,46.7,20.997441860465116,719.8465116279069,4,5,50,43,Female,No,No
18492542,54.5,18.186936936936938,671.2162162162163,2,1,50,37,Male,No,No
20386060,111.2,18.666666666666664,760.0,4,5,60,53,Female,No,No
18707644,92.8,25.75,825.0,3,3,45,35,Female,No,No
23045447,92.9,14.756296296296295,705.3777777777777,3,3,34,45,Male,Yes,No
3251385,47.4,16.59238993710692,515.5433962264151,2,2,49,53,Female,No,No
21338031,92.6,24.05,783.0,2,2,46,22,Male,No,No
22423574,114.1,28.1,846.0,6,3,44,53,Female,No,No
6095721,78.3,13.700952380952382,702.0571428571429,2,3,22,56,Male,No,Yes
11865603,55.7,18.46253968253968,687.7523809523809,8,2,25,21,Male,Yes,No
18861388,25.1,15.93040404040404,595.8242424242425,4,4,40,33,Female,Yes,No
6792944,76.1,14.027755102040818,661.665306122449,2,1,11,49,Male,Yes,No
23827285,43.6,17.124408602150538,667.4645161290323,1,1,17,31,Male,No,No
